MCM Name	Smiles String	InChl Identifier	Measurements
 ISOP34NO3 	 [O-][N+](=O)OCC(C(=C)C)O 	 InChI=1S/C5H9NO4/c1-4(2)5(7)3-10-6(8)9/h5,7H,1,3H2,2H3 	
 H3M3C4CO3 	 CC(O)(CC(=O)O[O])CC 	 InChI=1S/C6H11O4/c1-3-6(2,8)4-5(7)10-9/h8H,3-4H2,1-2H3 	
 ETBEBO2 	 [O]OC(C)OC(C)(C)C 	 InChI=1S/C6H13O3/c1-5(9-7)8-6(2,3)4/h5H,1-4H3 	
 TM123BPRO2 	 [O]OC1C=CC2(C)OOC1(C)C2(C)O 	 InChI=1S/C9H13O5/c1-7-5-4-6(12-11)8(2,14-13-7)9(7,3)10/h4-6,10H,1-3H3 	
 NBUTDBOOH 	 OOCC=CCON(=O)=O 	 InChI=1S/C4H7NO5/c6-5(7)9-3-1-2-4-10-8/h1-2,8H,3-4H2 	
 C31CO3 	 O=COC=CC(=O)O[O] 	 InChI=1S/C4H3O5/c5-3-8-2-1-4(6)9-7/h1-3H 	
 C92O2 	 CC(O[O])C(=O)CC(O)CCCC 	 InChI=1S/C9H17O4/c1-3-4-5-8(10)6-9(11)7(2)13-12/h7-8,10H,3-6H2,1-2H3 	
 C822CO2H 	 O=CCC(CCC(=O)O)C(=C)C 	 InChI=1S/C9H14O3/c1-7(2)8(5-6-10)3-4-9(11)12/h6,8H,1,3-5H2,2H3,(H,11,12) 	
 C924CO 	 OCC(CC(=O)C(=O)C)C(=C)C 	 InChI=1S/C9H14O3/c1-6(2)8(5-10)4-9(12)7(3)11/h8,10H,1,4-5H2,2-3H3 	
 C619O 	 O=C1CCC(=O)C([O])C1 	 InChI=1S/C6H7O3/c7-4-1-2-5(8)6(9)3-4/h6H,1-3H2 	
 OXYMUCO2 	 [O]OC(C=O)C(O)C1(C)OC1(C)C=O 	 InChI=1S/C8H11O6/c1-7(4-10)8(2,14-7)6(11)5(3-9)13-12/h3-6,11H,1-2H3 	
 C716O2 	 O=CCC(=O)CC(O[O])C(=O)C 	 InChI=1S/C7H9O5/c1-5(9)7(12-11)4-6(10)2-3-8/h3,7H,2,4H2,1H3 	
 BUOHFORM 	 CCCC(O)OC=O 	 InChI=1S/C5H10O3/c1-2-3-5(7)8-4-6/h4-5,7H,2-3H2,1H3 	
 TM135MUPAN 	 O=N(=O)OOC(=O)C1(C)OC1C(=CC(=O)C)C 	 InChI=1S/C9H11NO7/c1-5(4-6(2)11)7-9(3,15-7)8(12)16-17-10(13)14/h4,7H,1-3H3 	
 INCOH 	 OCC(O)C(C)(O)CON(=O)=O 	 InChI=1S/C5H11NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h4,7-9H,2-3H2,1H3 	
 PRCOOPROL 	 CCCC(=O)OCC(C)O 	 InChI=1S/C7H14O3/c1-3-4-7(9)10-5-6(2)8/h6,8H,3-5H2,1-2H3 	
 INCO2 	 OCC(O[O])C(C)(O)CON(=O)=O 	 InChI=1S/C5H10NO7/c1-5(8,3-12-6(9)10)4(2-7)13-11/h4,7-8H,2-3H2,1H3 	
 NOXYQOOH 	 OOC1C(ON(=O)=O)C(=O)C(=C(C)C1=O)C 	 InChI=1S/C8H9NO7/c1-3-4(2)6(11)8(16-14)7(5(3)10)15-9(12)13/h7-8,14H,1-2H3 	
 C716OH 	 O=CCC(=O)CC(O)C(=O)C 	 InChI=1S/C7H10O4/c1-5(9)7(11)4-6(10)2-3-8/h3,7,11H,2,4H2,1H3 	
 TM124O 	 Cc1ccc(C)c(C)c1[O] 	 InChI=1S/C9H11O/c1-6-4-5-7(2)9(10)8(6)3/h4-5H,1-3H3 	
 C4MCO2OOH 	 OOC(C)(C=O)C(=O)C 	 InChI=1S/C5H8O4/c1-4(7)5(2,3-6)9-8/h3,8H,1-2H3 	
 OXYMUCOH 	 O=CC(O)C(O)C1(C)OC1(C)C=O 	 InChI=1S/C8H12O5/c1-7(4-10)8(2,13-7)6(12)5(11)3-9/h3-6,11-12H,1-2H3 	
 C626O 	 O=CCC(C[O])C(=O)C 	 InChI=1S/C6H9O3/c1-5(9)6(4-8)2-3-7/h3,6H,2,4H2,1H3 	
 TM124B 	 Cc1ccc(C)c(C)c1 	 InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3 	
 C121O2 	 CCCCCCCC(O[O])CC(=O)CC 	 InChI=1S/C12H23O3/c1-3-5-6-7-8-9-12(15-14)10-11(13)4-2/h12H,3-10H2,1-2H3 	
 METLQONE 	 CCC1=CC(=O)C=C(C)C1=O 	 InChI=1S/C9H10O2/c1-3-7-5-8(10)4-6(2)9(7)11/h4-5H,3H2,1-2H3 	
 MXYOLO 	 OC1C2(C)C=CC([O])(O)C1(C)OO2 	 InChI=1S/C8H11O5/c1-6-3-4-8(10,11)7(2,5(6)9)13-12-6/h3-5,9-10H,1-2H3 	
 OXYL1OOH 	 OOc1ccccc1C 	 InChI=1S/C7H8O2/c1-6-4-2-3-5-7(6)9-8/h2-5,8H,1H3 	
 TM124MUCO 	 O=CC1(C)OC1(C)C([O])C(O)C(=O)C 	 InChI=1S/C9H13O5/c1-5(11)6(12)7(13)9(3)8(2,4-10)14-9/h4,6-7,12H,1-3H3 	
 H3M3C6OOH 	 OOCCCC(C)(O)CC 	 InChI=1S/C7H16O3/c1-3-7(2,8)5-4-6-10-9/h8-9H,3-6H2,1-2H3 	
 C619CO 	 O=C1CCC(=O)C(=O)C1 	 InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3H2 	
 TMBOOH 	 OOCc1cc(C)cc(C)c1 	 InChI=1S/C9H12O2/c1-7-3-8(2)5-9(4-7)6-11-10/h3-5,10H,6H2,1-2H3 	
 HO3C126OOH 	 CCCCCCC(OO)CCC(O)CC 	 InChI=1S/C12H26O3/c1-3-5-6-7-8-12(15-14)10-9-11(13)4-2/h11-14H,3-10H2,1-2H3 	
 ACRO2 	 OCC(O[O])C=O 	 InChI=1S/C3H5O4/c4-1-3(2-5)7-6/h1,3,5H,2H2 	
 BCKBNO3 	 [O-][N+](=O)OC1CCC(=O)C2CC(C)(C)C2CCC1(C)O 	 InChI=1S/C14H23NO5/c1-13(2)8-9-10(13)6-7-14(3,17)12(20-15(18)19)5-4-11(9)16/h9-10,12,17H,4-8H2,1-3H3 	
 C4NO32MOOH 	 CCC(C)(OO)CON(=O)=O 	 InChI=1S/C5H11NO5/c1-3-5(2,11-9)4-10-6(7)8/h9H,3-4H2,1-2H3 	
 C533OOH 	 O=COC(C(C(=O)C)OO)O 	 InChI=1S/C5H8O6/c1-3(7)4(11-9)5(8)10-2-6/h2,4-5,8-9H,1H3 	
 BPINANO3 	 OCC1(CCC2CC1C2(C)C)ON(=O)=O 	 InChI=1S/C10H17NO4/c1-9(2)7-3-4-10(6-12,8(9)5-7)15-11(13)14/h7-8,12H,3-6H2,1-2H3 	
 C626CO2H 	 O=CCC(CC(=O)O)C(=O)C 	 InChI=1S/C7H10O4/c1-5(9)6(2-3-8)4-7(10)11/h3,6H,2,4H2,1H3,(H,10,11) 	
 EGLYOOB 	 [O-][O+]=CC(=O)CC 	 InChI=1S/C4H6O3/c1-2-4(5)3-7-6/h3H,2H2,1H3 	
 BUTDCOOH 	 OC(COO)C=C 	 InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,4-6H,1,3H2 	
 T124NCATO 	 OC1=C(C)C2(OOC(C)(C1([O])O)C2(C)O)N(=O)=O 	 InChI=1S/C9H12NO8/c1-4-5(11)9(13,14)7(3)6(2,12)8(4,10(15)16)18-17-7/h11-13H,1-3H3 	
 M22C43OH 	 CC(O)C(C)(C)C 	 InChI=1S/C6H14O/c1-5(7)6(2,3)4/h5,7H,1-4H3 	
 M22C43O2 	 [O]OC(C)C(C)(C)C 	 InChI=1S/C6H13O2/c1-5(8-7)6(2,3)4/h5H,1-4H3 	
 NC3H7OOH 	 CCCOO 	 InChI=1S/C3H8O2/c1-2-3-5-4/h4H,2-3H2,1H3 	
 BCALAO 	 O=CCCC(=C)C1CC(C)(C)C1CC([O])C(=O)C 	 InChI=1S/C15H23O3/c1-10(6-5-7-16)12-9-15(3,4)13(12)8-14(18)11(2)17/h7,12-14H,1,5-6,8-9H2,2-4H3 	
 M2BKAO 	 CC([O])C(C)C(=O)C 	 InChI=1S/C6H11O2/c1-4(5(2)7)6(3)8/h4-5H,1-3H3 	
 DETLMUNO3 	 CCC(=O)C(O)C(C)(ON(=O)=O)C1OC1(CC)C=O 	 InChI=1S/C11H17NO7/c1-4-7(14)8(15)10(3,19-12(16)17)9-11(5-2,6-13)18-9/h6,8-9,15H,4-5H2,1-3H3 	
 ACROO 	 [O-][O+]=CC=C 	 InChI=1S/C3H4O2/c1-2-3-5-4/h2-3H,1H2 	
 DNOETOL 	 CCc1c(C)c(cc(N(=O)=O)c1O)N(=O)=O 	 InChI=1S/C9H10N2O5/c1-3-6-5(2)7(10(13)14)4-8(9(6)12)11(15)16/h4,12H,3H2,1-2H3 	
 PINALNO3 	 O=CCC1(ON(=O)=O)CC(C(=O)C)C1(C)C 	 InChI=1S/C10H15NO5/c1-7(13)8-6-10(4-5-12,9(8,2)3)16-11(14)15/h5,8H,4,6H2,1-3H3 	
 PE2ENEBNO3 	 CCC(O)C(C)ON(=O)=O 	 InChI=1S/C5H11NO4/c1-3-5(7)4(2)10-6(8)9/h4-5,7H,3H2,1-2H3 	
 DIEKAOOH 	 CC(OO)C(=O)CC 	 InChI=1S/C5H10O3/c1-3-5(6)4(2)8-7/h4,7H,3H2,1-2H3 	
 C3M3OHCO3H 	 OOC(=O)C(O)C(C)C 	 InChI=1S/C5H10O4/c1-3(2)4(6)5(7)9-8/h3-4,6,8H,1-2H3 	
 C136CO3H 	 O=CCCC(=C)C1CC(C)(C)C1CCC(=O)OO 	 InChI=1S/C14H22O4/c1-10(5-4-8-15)11-9-14(2,3)12(11)6-7-13(16)18-17/h8,11-12,17H,1,4-7,9H2,2-3H3 	
 C7CO2DBPAN 	 O=CC(=O)C=C(CC)C(=O)OON(=O)=O 	 InChI=1S/C7H7NO7/c1-2-5(3-6(10)4-9)7(11)14-15-8(12)13/h3-4H,2H2,1H3 	
 ETOMEOH 	 CCOCO 	 InChI=1S/C3H8O2/c1-2-5-3-4/h4H,2-3H2,1H3 	
 CO1M22PAN 	 O=CC(C)(C)C(=O)OON(=O)=O 	 InChI=1S/C5H7NO6/c1-5(2,3-7)4(8)11-12-6(9)10/h3H,1-2H3 	
 NC526O 	 O=CCC(CO[N+](=O)[O-])([O])C 	 InChI=1S/C5H8NO5/c1-5(8,2-3-7)4-11-6(9)10/h3H,2,4H2,1H3 	
 PETLQOOH 	 CCC1(OO)C(=O)C=C(C)C(=O)C1O 	 InChI=1S/C9H12O5/c1-3-9(14-13)6(10)4-5(2)7(11)8(9)12/h4,8,12-13H,3H2,1-2H3 	
 C42CHO2O 	 CC([O])(CC)C=O 	 InChI=1S/C5H9O2/c1-3-5(2,7)4-6/h4H,3H2,1-2H3 	
 C23O3MCPAN 	 O=N(=O)OOC(=O)C(C)OC(=O)C(=O)C 	 InChI=1S/C6H7NO8/c1-3(8)5(9)13-4(2)6(10)14-15-7(11)12/h4H,1-2H3 	
 TLEMUCO 	 O=CC1OC1C(O)C([O])C(=O)C 	 InChI=1S/C7H9O5/c1-3(9)5(10)6(11)7-4(2-8)12-7/h2,4-7,11H,1H3 	
 PRCOOMO2 	 CCCC(=O)OCO[O] 	 InChI=1S/C5H9O4/c1-2-3-5(6)8-4-9-7/h2-4H2,1H3 	
 C511CO3 	 O=CCC(C(=O)C)C(=O)O[O] 	 InChI=1S/C6H7O5/c1-4(8)5(2-3-7)6(9)11-10/h3,5H,2H2,1H3 	
 T123CAT1O2 	 [O]Oc1c(O)cc(C)c(C)c1C 	 InChI=1S/C9H11O3/c1-5-4-8(10)9(12-11)7(3)6(5)2/h4,10H,1-3H3 	
 METHCOACET 	 CC(=O)OC(=O)C 	 InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3 	
 PXYLNO3 	 Cc1ccc(CON(=O)=O)cc1 	 InChI=1S/C8H9NO3/c1-7-2-4-8(5-3-7)6-12-9(10)11/h2-5H,6H2,1H3 	
 CL12PRAOOH 	 OOCC(Cl)CCl 	 InChI=1S/C3H6Cl2O2/c4-1-3(5)2-7-6/h3,6H,1-2H2 	
 KLIMONIC 	 OC(=O)CCC(CC(=O)O)C(=O)C 	 InChI=1S/C8H12O5/c1-5(9)6(4-8(12)13)2-3-7(10)11/h6H,2-4H2,1H3,(H,10,11)(H,12,13) 	
 TLEMUCCO3 	 CC(=O)C=CC1OC1C(=O)O[O] 	 InChI=1S/C7H7O5/c1-4(8)2-3-5-6(11-5)7(9)12-10/h2-3,5-6H,1H3 	
 MC6CO2OOH 	 O=CC=CC(C)(OO)C(=O)C 	 InChI=1S/C7H10O4/c1-6(9)7(2,11-10)4-3-5-8/h3-5,10H,1-2H3 	
 C107O 	 O=CCC1CC([O])(C(=O)C)C1(C)C 	 InChI=1S/C10H15O3/c1-7(12)10(13)6-8(4-5-11)9(10,2)3/h5,8H,4,6H2,1-3H3 	
 HCOCO 	 O=[C]C=O 	 InChI=1S/C2HO2/c3-1-2-4/h1H 	
 MALDIALO 	 O=CC(O)C([O])C=O 	 InChI=1S/C4H5O4/c5-1-3(7)4(8)2-6/h1-4,7H 	
 C96NO3 	 O=N(=O)OCC1CC(C(=O)C)C1(C)C 	 InChI=1S/C9H15NO4/c1-6(11)8-4-7(9(8,2)3)5-14-10(12)13/h7-8H,4-5H2,1-3H3 	
 C526O2 	 OCC(C(C=O)(O[O])C)OO 	 InChI=1S/C5H9O6/c1-5(3-7,11-9)4(2-6)10-8/h3-4,6,8H,2H2,1H3 	
 NT124L1O2 	 [O]Oc1c(C)cc(N(=O)=O)c(C)c1C 	 InChI=1S/C9H10NO4/c1-5-4-8(10(11)12)6(2)7(3)9(5)14-13/h4H,1-3H3 	
 DNT124LO 	 O=N(=O)C1=C(C)C2(OOC(C)(C1([O])O)C2(C)O)N(=O)=O 	 InChI=1S/C9H11N2O9/c1-4-5(10(15)16)9(13,14)7(3)6(2,12)8(4,11(17)18)20-19-7/h12-13H,1-3H3 	
 C143OOH 	 OCCC(=C)C(=O)CC(C)(C)C(OO)CCC(=O)C 	 InChI=1S/C14H24O5/c1-10(7-8-15)12(17)9-14(3,4)13(19-18)6-5-11(2)16/h13,15,18H,1,5-9H2,2-4H3 	
 M2BUOL2OOH 	 CCC(C)(CO)OO 	 InChI=1S/C5H12O3/c1-3-5(2,4-6)8-7/h6-7H,3-4H2,1-2H3 	
 TM124OOH 	 OOc1cc(C)cc(C)c1C 	 InChI=1S/C9H12O2/c1-6-4-7(2)8(3)9(5-6)11-10/h4-5,10H,1-3H3 	
 MXYMUCO2 	 [O]OC(C(=O)C)C(O)C1OC1(C)C=O 	 InChI=1S/C8H11O6/c1-4(10)6(14-12)5(11)7-8(2,3-9)13-7/h3,5-7,11H,1-2H3 	
 HO2C54CO2H 	 CC(O)CC(C)C(=O)O 	 InChI=1S/C6H12O3/c1-4(6(8)9)3-5(2)7/h4-5,7H,3H2,1-2H3,(H,8,9) 	
 C58NO3CO2H 	 OCC(C)(ON(=O)=O)C(O)C(=O)O 	 InChI=1S/C5H9NO7/c1-5(2-7,13-6(11)12)3(8)4(9)10/h3,7-8H,2H2,1H3,(H,9,10) 	
 MXYMUCOH 	 O=CC1(C)OC1C(O)C(O)C(=O)C 	 InChI=1S/C8H12O5/c1-4(10)5(11)6(12)7-8(2,3-9)13-7/h3,5-7,11-12H,1-2H3 	
 C7DCCO2 	 CCCC(=O)C=CC(=O)[O] 	 InChI=1S/C7H9O3/c1-2-3-6(8)4-5-7(9)10/h4-5H,2-3H2,1H3 	
 C7DCCO3 	 CCCC(=O)C=CC(=O)O[O] 	 InChI=1S/C7H9O4/c1-2-3-6(8)4-5-7(9)11-10/h4-5H,2-3H2,1H3 	
 C116CO 	 O=CCC(=O)C1CC(C)(C)C1CC=O 	 InChI=1S/C11H16O3/c1-11(2)7-8(9(11)3-5-12)10(14)4-6-13/h5-6,8-9H,3-4,7H2,1-2H3 	
 C821O2 	 [O]OC(CC(=O)C)C(=O)C(=O)C 	 InChI=1S/C7H9O5/c1-4(8)3-6(12-11)7(10)5(2)9/h6H,3H2,1-2H3 	
 C531O 	 O=COC=CC(=O)C[O] 	 InChI=1S/C5H5O4/c6-3-5(8)1-2-9-4-7/h1-2,4H,3H2 	
 C6H5O 	 [O]c1ccccc1 	 InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-5H 	
 C512OOH 	 OOCCC(=O)CC=O 	 InChI=1S/C5H8O4/c6-3-1-5(7)2-4-9-8/h3,8H,1-2,4H2 	
 HCOC5 	 CC(=C)C(=O)CO 	 InChI=1S/C5H8O2/c1-4(2)5(7)3-6/h6H,1,3H2,2H3 	
 C113NO3 	 CCCCCC(O)C(CC(=O)CC)ON(=O)=O 	 InChI=1S/C11H21NO5/c1-3-5-6-7-10(14)11(17-12(15)16)8-9(13)4-2/h10-11,14H,3-8H2,1-2H3 	
 MBKCOOHOOH 	 CC(O)(COO)C(=O)C(=O)C 	 InChI=1S/C6H10O5/c1-4(7)5(8)6(2,9)3-11-10/h9-10H,3H2,1-2H3 	
 PHIC3OOH 	 OOC(C)(C)c1ccccc1 	 InChI=1S/C9H12O2/c1-9(2,11-10)8-6-4-3-5-7-8/h3-7,10H,1-2H3 	
 C7EDCO2 	 [O]OC(C(=O)C)C(O)C(=O)CC 	 InChI=1S/C7H11O5/c1-3-5(9)6(10)7(12-11)4(2)8/h6-7,10H,3H2,1-2H3 	
 EPXMKTCO2H 	 CC(=O)C1OC1(C)C(=O)O 	 InChI=1S/C6H8O4/c1-3(7)4-6(2,10-4)5(8)9/h4H,1-2H3,(H,8,9) 	
 PBFUO2 	 CCCC1OC(=O)C(O[O])C1O 	 InChI=1S/C7H11O5/c1-2-3-4-5(8)6(12-10)7(9)11-4/h4-6,8H,2-3H2,1H3 	
 BCKBO2 	 [O]OC1CCC(=O)C2CC(C)(C)C2CCC1(C)O 	 InChI=1S/C14H23O4/c1-13(2)8-9-10(13)6-7-14(3,16)12(18-17)5-4-11(9)15/h9-10,12,16H,4-8H2,1-3H3 	
 C4MOHOCO3 	 [O]OC(=O)C(O)C(=O)C(C)C 	 InChI=1S/C6H9O5/c1-3(2)4(7)5(8)6(9)11-10/h3,5,8H,1-2H3 	
 TLFUO2 	 [O]OC1C(=O)OC(C)C1O 	 InChI=1S/C5H7O5/c1-2-3(6)4(10-8)5(7)9-2/h2-4,6H,1H3 	
 C139OH 	 OCCC(=C)C1(O)CC(C)(C)C1CCC(=O)O 	 InChI=1S/C13H22O4/c1-9(6-7-14)13(17)8-12(2,3)10(13)4-5-11(15)16/h10,14,17H,1,4-8H2,2-3H3,(H,15,16) 	
 H2MC5NO3 	 O=N(=O)OCCC(C)C(C)O 	 InChI=1S/C6H13NO4/c1-5(6(2)8)3-4-11-7(9)10/h5-6,8H,3-4H2,1-2H3 	
 IPEANO3 	 CCC(C)CON(=O)=O 	 InChI=1S/C5H11NO3/c1-3-5(2)4-9-6(7)8/h5H,3-4H2,1-2H3 	
 OCCOHCOH 	 OC(CO)C=O 	 InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2 	
 NDNIPBZLO2 	 [O]OC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O 	 InChI=1S/C9H10N3O12/c1-4(2)8-6(21-12(18)19)7(11(16)17,23-24-8)3-5(10(14)15)9(8,13)22-20/h3-4,6,13H,1-2H3 	
 NDNMXYOLO2 	 [O]OC1(O)C(=C(N(=O)=O)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)C 	 InChI=1S/C8H8N3O12/c1-3-4(9(13)14)7(10(15)16)5(20-11(17)18)6(2,22-23-7)8(3,12)21-19/h5,12H,1-2H3 	
 C622O2 	 [O]OCC(CO)C(=C)C 	 InChI=1S/C6H11O3/c1-5(2)6(3-7)4-9-8/h6-7H,1,3-4H2,2H3 	
 OCCOHCO2 	 OC(CO[O])C=O 	 InChI=1S/C3H5O4/c4-1-3(5)2-7-6/h1,3,5H,2H2 	
 C59O2 	 OCC(=O)C(C)(CO)O[O] 	 InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h6-7H,2-3H2,1H3 	
 TLFUOH 	 CC1OC(=O)C(O)C1O 	 InChI=1S/C5H8O4/c1-2-3(6)4(7)5(8)9-2/h2-4,6-7H,1H3 	
 C139O2 	 OCCC(=C)C1(O[O])CC(C)(C)C1CCC(=O)O 	 InChI=1S/C13H21O5/c1-9(6-7-14)13(18-17)8-12(2,3)10(13)4-5-11(15)16/h10,14H,1,4-8H2,2-3H3,(H,15,16) 	
 C112O2 	 CCCCCCC(O)CC(=O)C(C)O[O] 	 InChI=1S/C11H21O4/c1-3-4-5-6-7-10(12)8-11(13)9(2)15-14/h9-10,12H,3-8H2,1-2H3 	
 NMXYFUO2 	 [O]OC1(C)C(=O)OC(C)C1ON(=O)=O 	 InChI=1S/C6H8NO7/c1-3-4(13-7(9)10)6(2,14-11)5(8)12-3/h3-4H,1-2H3 	
 MTBEACHOO 	 O=COC(C)(C)C[O] 	 InChI=1S/C5H9O3/c1-5(2,3-6)8-4-7/h4H,3H2,1-2H3 	
 CHCL2PAN 	 O=N(=O)OOC(=O)C(Cl)Cl 	 InChI=1S/C2HCl2NO5/c3-1(4)2(6)9-10-5(7)8/h1H 	
 C23O3MCO3H 	 OOC(=O)C(C)OC(=O)C(=O)C 	 InChI=1S/C6H8O6/c1-3(7)5(8)11-4(2)6(9)12-10/h4,10H,1-2H3 	
 BCKBOO 	 [O-][O+]=CCCC(=O)C1CC(C)(C)C1CCC(=O)C	 	254.3221
 C7EDCOH 	 CCC(=O)C(O)C(O)C(=O)C 	 InChI=1S/C7H12O4/c1-3-5(9)7(11)6(10)4(2)8/h6-7,10-11H,3H2,1-2H3 	
 HPNC524CO 	 OCC(ON(=O)=O)C(CO)(OO)C=O 	 InChI=1S/C5H9NO8/c7-1-4(13-6(10)11)5(2-8,3-9)14-12/h2,4,7,9,12H,1,3H2 	
 PBFUOH 	 CCCC1OC(=O)C(O)C1O 	 InChI=1S/C7H12O4/c1-2-3-4-5(8)6(9)7(10)11-4/h4-6,8-9H,2-3H2,1H3 	
 ACCOMECHO 	 O=CCC(=O)OC(=O)C 	 InChI=1S/C5H6O4/c1-4(7)9-5(8)2-3-6/h3H,2H2,1H3 	
 COO2C3CO3 	 COC(=O)CC(=O)O[O] 	 InChI=1S/C4H5O5/c1-8-3(5)2-4(6)9-7/h2H2,1H3 	
 OXYLO 	 [O]Cc1ccccc1C 	 InChI=1S/C8H9O/c1-7-4-2-3-5-8(7)6-9/h2-5H,6H2,1H3 	
 HMVKBO2 	 OCC(O[O])C(=O)C 	 InChI=1S/C4H7O4/c1-3(6)4(2-5)8-7/h4-5H,2H2,1H3 	
 IPRACBCO2H 	 CC(=O)OC(C)C(=O)O 	 InChI=1S/C5H8O4/c1-3(5(7)8)9-4(2)6/h3H,1-2H3,(H,7,8) 	
 BIACET 	 CC(=O)C(=O)C 	 InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3 	
 DMEBMUPAN 	 CCC(=O)C=C(C)C1OC1(C)C(=O)OON(=O)=O 	 InChI=1S/C10H13NO7/c1-4-7(12)5-6(2)8-10(3,16-8)9(13)17-18-11(14)15/h5,8H,4H2,1-3H3 	
 APINAO2 	 [O]OC1(C)C(O)CC2CC1C2(C)C 	 InChI=1S/C10H17O3/c1-9(2)6-4-7(9)10(3,13-12)8(11)5-6/h6-8,11H,4-5H2,1-3H3 	
 HCOCO3H 	 OOC(=O)C=O 	 InChI=1S/C2H2O4/c3-1-2(4)6-5/h1,5H 	
 NOXYOLOOH 	 OOC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O 	 InChI=1S/C8H11NO8/c1-4-3-8(10,16-13)6-5(14-9(11)12)7(4,2)17-15-6/h3,5-6,10,13H,1-2H3 	
 OXYBPEROOH 	 OOC1(C)C=CC2OOC1(C)C2O 	 InChI=1S/C8H12O5/c1-7(12-10)4-3-5-6(9)8(7,2)13-11-5/h3-6,9-10H,1-2H3 	
 C3ME3CHOO2 	 O=CCC(C)(C)O[O] 	 InChI=1S/C5H9O3/c1-5(2,8-7)3-4-6/h4H,3H2,1-2H3 	
 C7MOCOCO3H 	 OOC(=O)C(=C(C)C(=O)C(O)C(=O)C)C 	 InChI=1S/C9H12O6/c1-4(5(2)9(13)15-14)7(11)8(12)6(3)10/h8,12,14H,1-3H3 	
 DETLBIPRO 	 CCC1=CC2(CC)OOC(C)(C1[O])C2O 	 InChI=1S/C11H17O4/c1-4-7-6-11(5-2)9(13)10(3,8(7)12)14-15-11/h6,8-9,13H,4-5H2,1-3H3 	
 C64O 	 CC([O])(CC(=O)C)CO 	 InChI=1S/C6H11O3/c1-5(8)3-6(2,9)4-7/h7H,3-4H2,1-2H3 	
 M33C3CHO 	 CCC(C)(C)C=O 	 InChI=1S/C6H12O/c1-4-6(2,3)5-7/h5H,4H2,1-3H3 	
 NOETOL1O2 	 CCc1c(C)ccc(N(=O)=O)c1O[O] 	 InChI=1S/C9H10NO4/c1-3-7-6(2)4-5-8(10(11)12)9(7)14-13/h4-5H,3H2,1-2H3 	
 PRONOCOMO2 	 [O]OCC(=O)OCC(=O)C 	 InChI=1S/C5H7O5/c1-4(6)2-9-5(7)3-10-8/h2-3H2,1H3 	
 LIMONONIC 	 CC(=O)CCC(CC(=O)O)C(=C)C 	 InChI=1S/C10H16O3/c1-7(2)9(6-10(12)13)5-4-8(3)11/h9H,1,4-6H2,2-3H3,(H,12,13) 	
 C65NO36OOH 	 CCCCC(COO)ON(=O)=O 	 InChI=1S/C6H13NO5/c1-2-3-4-6(5-11-10)12-7(8)9/h6,10H,2-5H2,1H3 	
 NBPINBO 	 [O]CC1(CCC2CC1C2(C)C)ON(=O)=O 	 InChI=1S/C10H16NO4/c1-9(2)7-3-4-10(6-12,8(9)5-7)15-11(13)14/h7-8H,3-6H2,1-2H3 	
 NC91CO3H 	 OOC(=O)C1(CCC2CC1C2(C)C)ON(=O)=O 	 InChI=1S/C10H15NO6/c1-9(2)6-3-4-10(7(9)5-6,8(12)16-15)17-11(13)14/h6-7,15H,3-5H2,1-2H3 	
 C4MOHOCO3H 	 OOC(=O)C(O)C(=O)C(C)C 	 InChI=1S/C6H10O5/c1-3(2)4(7)5(8)6(9)11-10/h3,5,8,10H,1-2H3 	
 ENCATECOOH 	 OOC1(O)C(=C(N(=O)=O)C2OOC1(CC)C2O)O 	 InChI=1S/C8H11NO9/c1-2-7-6(11)4(16-18-7)3(9(13)14)5(10)8(7,12)17-15/h4,6,10-12,15H,2H2,1H3 	
 EOX2EOLBO 	 OCCOC(C)[O] 	 InChI=1S/C4H9O3/c1-4(6)7-3-2-5/h4-5H,2-3H2,1H3 	
 C5CO34CO3 	 [O]OC(=O)CC(=O)C(=O)CC 	 InChI=1S/C6H7O5/c1-2-4(7)5(8)3-6(9)11-10/h2-3H2,1H3 	
 PBZQCO 	 O=C1C=CC(=O)C(O)C1=O 	 InChI=1S/C6H4O4/c7-3-1-2-4(8)6(10)5(3)9/h1-2,5,9H 	
 C86O 	 O=CCC(C(=O)C)C(C)(C)[O] 	 InChI=1S/C8H13O3/c1-6(10)7(4-5-9)8(2,3)11/h5,7H,4H2,1-3H3 	
 PRCOOPRONE 	 CCCC(=O)OCC(=O)C 	 InChI=1S/C7H12O3/c1-3-4-7(9)10-5-6(2)8/h3-5H2,1-2H3 	
